path,key,zh,en,pt,th,vi,ko
src/locales/lang/table,table.member.member_this_member,该会员吗？,This Member,Este membro?,ใช่สมาชิกหรือไม่,Hội viên này?,
src/locales/lang/table,table.member.member_this_rebate,该会员返佣吗？,This Member Commission,Esta comissão de membro?,ใช่โบนัสคอมมิชชั่นสมาชิกหรือไม่,Hội viên này có giảm giá không?,
src/locales/lang/table,table.member.member_this_walter,该会员返水吗,This Member Rebate,Este cashback de membro?,ใช่โบนัสเงินคืนสมาชิกหรือไม่,Hội viên này có tiền hoàn cược không?,
src/locales/lang/table,table.member.member_tip_placeholder,请输入佣金上限，为空或者0不限制,"Please Enter Commission Limit, Leave Blank or 0 for No Limit","Insira o limite de comissão, vazio ou 0 sem limite",โปรดป้อนขีดจำกัดคอมมิชชั่น ไม่สามารถเว้นว่างได้,"Vui lòng nhập hạn mức hoa hồng, bỏ trống hoặc 0 không giới hạn",
src/locales/lang/table,table.member.member_tip_title,提示,Prompt,Aviso,แจ้งเตือน,Gợi ý,
src/locales/lang/table,table.member.member_today,本日,Today,Hoje,ในวันนี้,Hôm nay,
src/locales/lang/table,table.member.member_today_day,今日,Today's,Hoje,วันนี้,Hôm nay,
src/locales/lang/table,table.member.member_updata,升级要求(积分),Upgrade Requirements (Points),Requisito de promoção (pontos),คุณสมบัติการอัพเกรด (คะแนน),Thăng cấp yêu cầu (tích phân),
src/locales/lang/table,table.member.member_updata_,升级要求,Upgrade Requirements,Requisito de promoção,คุณสมบัติการอัพเกรด,Thăng cấp yêu cầu,
src/locales/lang/table,table.member.member_update_err,导入excel格式不正确,,,,Nhập định dạng excel không chính xác,
src/locales/lang/table,table.member.member_update_failed,修改失败,Modification Failed,Falha na alteração,แก้ไขล้มเหลว,Sửa đổi thất bại,
src/locales/lang/table,table.member.member_update_level,修改VIP等级,Modify Member VIP Level,Alterar nível VIP do membro,แก้ไขระดับ VIP สมาชิก,Sửa đổi cấp bậc hội viên VIP,
src/locales/lang/table,table.member.member_update_level_,修改VIP等级,Modify VIP Level,Alterar nível VIP,แก้ไขระดับ VIP,Sửa đổi cấp bậc VIP,
src/locales/lang/table,table.member.member_update_member,修改会员资料,Modify Member Information,Alterar dados do membro,แก้ไขข้อมูลสมาชิก,Sửa đổi thông tin hội viên,
src/locales/lang/table,table.member.member_update_member_tip,选择要修改的会员层级,Select Member Tier to Modify,Selecione o nível do membro a ser alterado,เลือกระดับสมาชิกที่ต้องการแก้ไข,Chọn cấp bậc hội viên cần sửa đổi,
src/locales/lang/table,table.member.member_update_num,建议文档会员数量100000以下，超出请分批多次上传,,,,"Số lượng thành viên tài liệu nên ít hơn 100.000. Nếu vượt quá, vui lòng tải nó lên theo đợt nhiều lần.",
src/locales/lang/table,table.member.member_update_password,修改会员密码,Modify Member Password,Alterar senha do membro,แก้ไขรหัสผ่านของสมาชิก,Sửa đổi mật khẩu hội viên,
src/locales/lang/table,table.member.member_update_size,上传文档的大小不超过20M,,,,Kích thước của tài liệu được tải lên không vượt quá 20M,
src/locales/lang/table,table.member.member_user_name,会员姓名,Member Name,Nome do membro,ชื่อสมาชิก,Tên hội viên,
src/locales/lang/table,table.member.member_username_p,请输入账号查询,,,,Vui lòng nhập số tài khoản để truy vấn,
src/locales/lang/table,table.member.member_username_tip1,会员账号不能为空,Member Account Cannot Be Empty,A conta do membro não pode estar vazia,บัญชีสมาชิกไม่สามารถว่า งได้,Tài khoản hội viên không thể để trống,
src/locales/lang/table,table.member.member_username_tip2,请输入会员账号,Please Enter Member Account,Insira a conta do membro,โปรดกรอกชื่อบัญชีสมาชิก,Vui lòng nhập tài khoản hội viên,
src/locales/lang/table,table.member.member_valide_people,有效人数,Valid Members,Número efetivo de pessoas,จำนวนคน,Số người có hiệu lực,
src/locales/lang/table,table.member.member_verify_1,上级代理不能为空,Superior Agent Cannot Be Empty,O agente superior não pode estar vazio,ตัวแทน Superior ไม่สามารถเว้นว่างได้,Đại lý cấp trên không thể để trống,
src/locales/lang/table,table.member.member_verify_2,请输入6-18位数字或字母,Please Enter 3-14 Characters Combination of Numbers and Letters,Insira uma combinação de 3-14 dígitos e letras,โปรดกรอกตัวเลขและตัวอักษรผสมกัน 3-14 หลัก,Vui lòng nhập tổ hợp 3-14 chữ bao gồm số và chữ cái,
src/locales/lang/table,table.member.member_verify_3,请输入上级代理搜索内容,Please Enter Superior Agent Search Content,Insira o conteúdo de busca do agente superior,โปรดป้อนข้อมูลการค้นหาของผู้บังคับบัญชา,Vui lòng nhập nội dung tìm kiếm đại lý cấp trên,
src/locales/lang/table,table.member.member_vip_level,VIP层级,VIP Tier,Nível VIP,ระดับ VIP,Cấp bậc VIP,
src/locales/lang/table,table.member.member_vip_log,VIP日志,VIP Logs,Registro VIP,บันทึก VIP,Nhật ký VIP,
src/locales/lang/table,table.member.member_vip_state,VIP状态,VIP Status,Status VIP,สถานะ VIP,Trạng thái VIP,
src/locales/lang/table,table.member.member_wallet,钱包,Wallet,Carteira,กระเป๋าสตางค์,Ví,
src/locales/lang/table,table.member.member_wallet_adress,钱包地址,Wallet Address,Endereço da carteira,ที่อยู่กระเป๋า,Địa chỉ ví,
src/locales/lang/table,table.member.member_wallet_balance,钱包余额,Wallet Balance,Saldo da carteira,ยอดเงินคงเหลือกระเป๋าเงิน,Số dư ví,
src/locales/lang/table,table.member.member_week,本周,This Week,Esta semana,ในสัปดาห์นี้,Tuần này,
src/locales/lang/table,table.member.member_week_input,请输入每周礼金,Please Enter Weekly Bonus,Insira o bônus semanal,โปรดกรอกโบนัสรายสัปดาห์,Vui lòng nhập quà tặng hàng tuần,
src/locales/lang/table,table.member.member_withdraw_count,取款次数,Withdrawal Count,Número de retiradas,จำนวนการถอน,Số lần rút tiền,
src/locales/lang/table,table.member.member_withdraw_money,取款总额,Total Withdrawals,Total de retiradas,ยอดที่ถอนทั้งหมด,Rút tổng số tiền,
src/locales/lang/table,table.member.memer_auto_downgrade,自动降级,Automatic Downgrade,Rebaixamento automático,ปรับลดอัตโนมัติ,Tự động giáng cấp,
src/locales/lang/table,table.member.memer_auto_upgrade,自动升级,Automatic Upgrade,Promoção automática,อัพเกรดอัตโนมัติ,Tự động thăng cấp,
src/locales/lang/table,table.member.memer_backend_adjust,后台调整,Backend Adjustment,Ajuste de backend,ปรับแต่ง Backend,Điều chỉnh hậu đài,
src/locales/lang/table,table.member.memer_login_in_dimond,登入域名,Login Domain,Entrar no domínio,โดเมนที่ลงชื่อเข้าใช้,Đăng nhập tên miền,
src/locales/lang/table,table.member.memer_manual_adjust,人工调整,Manual Adjustment,Ajuste manual,ปรับแต่งระบบพนักงาน,Điều chỉnh thủ công,
src/locales/lang/route/basic,table.promotion.apkAddress,APK下载地址,,,,Địa chỉ tải APK,
src/locales/lang/table,table.promotion.apk_name,APK包名,,,,Tên gói APK,
src/locales/lang/table,table.promotion.app_build,APK设置,,,,Cài đặt APK,
src/locales/lang/table,table.promotion.app_build_1,自动打包,,,,Đóng gói tự động,
src/locales/lang/table,table.promotion.app_build_1_1,渠道包,,,,Gói kênh,
src/locales/lang/table,table.promotion.app_build_2,手动设置,,,,Cài đặt thủ công,
src/locales/lang/table,table.promotion.app_build_2_1,自定义,,,,Tùy chỉnh,
src/locales/lang/table,table.promotion.app_build_2_2,官方包,,,,Gói chính thức,
src/locales/lang/table,table.promotion.app_build_chose,打包模式,,,,Chế độ đóng gói,
src/locales/lang/table,table.promotion.app_name_p,请输入APP名称,,,,Vui lòng nhập tên ứng dụng,
src/locales/lang/table,table.promotion.app_open_d,引导安装,,,,Hướng dẫn cài đặt ,
src/locales/lang/table,table.promotion.deleteBuriedPoint,您确定删除该链接吗？,,,,Bạn có chắc chắn muốn xóa liên kết này?,
